Time,Rented Bike Count,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Â°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),FunctioningDay0,FunctioningDay1,Holiday0,Holiday1,Season0,Season1,Season2,Season3
2018-01-14 23:00:00,144,2.7,60,0.6,794,-4.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 00:00:00,171,3.0,60,0.5,842,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 01:00:00,122,3.0,62,0.9,835,-3.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 02:00:00,74,3.6,65,0.9,959,-2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 03:00:00,58,4.4,70,1.7,928,-0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 04:00:00,38,4.9,73,1.8,881,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 05:00:00,55,5.0,76,1.9,808,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 06:00:00,82,4.9,83,3.0,582,2.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 07:00:00,209,4.4,87,1.0,357,2.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 08:00:00,444,4.1,85,1.1,470,1.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 09:00:00,303,3.9,86,1.7,399,1.7,0.11,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 10:00:00,212,4.2,82,2.2,560,1.3,0.22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 11:00:00,254,4.7,75,2.3,533,0.6,0.54,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 12:00:00,311,6.2,64,1.9,549,-0.1,0.79,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 13:00:00,309,6.1,61,2.3,534,-0.8,0.91,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 14:00:00,306,7.1,52,2.1,646,-2.1,0.76,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 15:00:00,349,7.4,38,1.7,817,-6.0,0.63,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 16:00:00,365,7.5,37,0.9,813,-6.2,0.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 17:00:00,455,6.5,40,0.8,804,-6.1,0.23,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 18:00:00,555,5.2,44,1.3,647,-6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 19:00:00,444,4.4,53,1.2,538,-4.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 20:00:00,321,3.7,58,1.3,474,-3.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 21:00:00,334,3.4,59,0.8,471,-3.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 22:00:00,333,3.0,61,1.6,460,-3.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-15 23:00:00,230,2.4,63,0.6,443,-3.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 00:00:00,212,1.8,67,1.2,387,-3.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 01:00:00,207,1.2,64,0.7,455,-4.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 02:00:00,141,0.5,72,0.7,385,-3.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 03:00:00,81,0.3,70,0.6,438,-4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 04:00:00,51,0.8,65,0.7,502,-5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 05:00:00,58,1.1,64,0.5,505,-4.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 06:00:00,140,1.2,69,0.6,436,-3.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 07:00:00,318,1.1,69,0.6,418,-3.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 08:00:00,650,1.2,68,0.6,411,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 09:00:00,376,1.9,65,0.8,402,-3.9,0.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 10:00:00,221,2.7,60,0.5,392,-4.3,0.18,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 11:00:00,256,3.9,57,0.8,363,-3.8,0.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 12:00:00,276,5.2,52,1.2,349,-3.8,0.45,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 13:00:00,296,5.8,47,0.8,382,-4.6,0.53,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 14:00:00,276,6.5,43,0.8,468,-5.2,0.52,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 15:00:00,250,6.3,40,0.3,498,-6.3,0.19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 16:00:00,277,5.8,50,0.9,547,-3.8,0.11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 17:00:00,381,5.2,58,0.8,462,-2.4,0.08,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 18:00:00,592,4.9,59,1.4,427,-2.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 19:00:00,409,4.6,57,1.0,432,-3.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 20:00:00,332,4.5,58,0.8,383,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 21:00:00,342,4.3,56,0.7,434,-3.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 22:00:00,321,4.0,57,0.3,430,-3.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-16 23:00:00,242,3.9,60,0.9,379,-3.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 00:00:00,204,3.5,62,0.4,382,-3.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 01:00:00,183,3.3,64,0.4,339,-2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 02:00:00,140,3.1,65,0.8,310,-2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 03:00:00,75,3.0,67,0.8,297,-2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 04:00:00,55,3.0,68,0.5,322,-2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 05:00:00,72,2.9,66,0.8,325,-2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 06:00:00,115,2.7,71,1.1,270,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 07:00:00,272,2.5,71,0.9,289,-2.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 08:00:00,537,2.6,70,0.6,296,-2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 09:00:00,337,3.0,66,0.7,306,-2.7,0.12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 10:00:00,212,4.3,58,0.5,401,-3.2,0.23,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 11:00:00,270,6.0,51,1.0,436,-3.3,0.55,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 12:00:00,310,8.1,51,1.4,367,-1.4,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 13:00:00,273,8.0,54,1.8,435,-0.7,0.57,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 14:00:00,258,7.7,54,2.6,313,-1.0,0.58,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 15:00:00,278,8.5,49,1.3,400,-1.6,0.73,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 16:00:00,314,8.3,54,1.2,330,-0.4,0.44,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 17:00:00,380,7.2,57,3.3,342,-0.7,0.19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 18:00:00,501,5.2,62,2.9,503,-1.5,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 19:00:00,360,4.2,68,2.4,446,-1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 20:00:00,286,3.5,72,1.7,361,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 21:00:00,320,3.1,74,1.1,333,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 22:00:00,313,2.8,74,0.5,309,-1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-17 23:00:00,227,2.7,74,0.8,291,-1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 00:00:00,215,2.7,73,1.0,290,-1.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 01:00:00,190,3.2,72,1.9,306,-1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 02:00:00,137,3.3,73,1.2,288,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 03:00:00,95,3.6,74,1.7,273,-0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 04:00:00,50,3.3,80,2.1,232,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 05:00:00,68,2.6,82,2.0,229,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 06:00:00,107,2.2,82,2.0,211,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 07:00:00,279,1.5,86,1.1,189,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 08:00:00,537,1.1,86,1.2,197,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 09:00:00,305,1.2,84,2.1,210,-1.2,0.07,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 10:00:00,188,1.4,81,2.1,255,-1.5,0.21,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 11:00:00,261,1.8,75,1.8,301,-2.1,0.35,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 12:00:00,267,2.5,72,2.4,256,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 13:00:00,307,3.5,54,3.2,463,-4.9,0.68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 14:00:00,301,4.4,42,2.3,719,-7.4,0.72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 15:00:00,269,4.2,36,2.3,957,-9.5,0.57,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 16:00:00,328,3.6,42,2.4,883,-8.1,0.29,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 17:00:00,416,2.8,46,2.1,858,-7.6,0.14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 18:00:00,506,2.0,39,2.1,1259,-10.5,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 19:00:00,365,1.5,41,1.0,1210,-10.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 20:00:00,303,1.1,44,1.2,1171,-9.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 21:00:00,339,0.8,45,1.5,1184,-9.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 22:00:00,318,0.7,45,2.0,1084,-9.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-18 23:00:00,232,0.6,47,2.3,1046,-9.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 00:00:00,211,0.3,45,1.8,1154,-10.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 01:00:00,207,0.0,43,1.7,1250,-11.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 02:00:00,140,-0.3,44,1.7,1295,-11.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 03:00:00,93,-0.6,43,1.7,1316,-11.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 04:00:00,58,-0.7,45,1.4,1241,-11.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 05:00:00,61,-1.4,47,1.4,1301,-11.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 06:00:00,151,-1.8,49,1.4,1359,-11.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 07:00:00,334,-2.0,49,1.9,1281,-11.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 08:00:00,648,-2.5,50,1.0,1281,-11.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 09:00:00,387,-2.1,42,1.3,1519,-13.3,0.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 10:00:00,255,0.0,29,1.3,1592,-15.9,0.52,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 11:00:00,283,2.2,20,0.6,1794,-18.5,0.83,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 12:00:00,341,4.3,28,1.5,1858,-12.6,0.98,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 13:00:00,341,4.7,26,2.6,1370,-13.2,1.11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 14:00:00,349,4.7,24,3.6,1552,-14.2,1.08,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 15:00:00,381,5.4,25,2.4,1686,-13.1,0.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 16:00:00,390,4.9,27,2.8,1648,-12.5,0.65,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 17:00:00,468,4.1,34,3.1,1810,-10.3,0.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 18:00:00,702,2.9,45,1.6,1629,-7.8,0.04,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 19:00:00,471,2.0,48,1.8,1519,-7.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 20:00:00,342,1.2,51,0.6,1544,-7.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 21:00:00,331,0.5,52,0.8,1595,-8.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 22:00:00,292,0.0,56,0.8,1544,-7.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-19 23:00:00,236,-0.5,59,0.9,1487,-7.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 00:00:00,228,-0.6,60,0.6,1433,-7.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 01:00:00,258,-0.9,64,0.4,1273,-6.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 02:00:00,216,-0.9,65,0.6,1369,-6.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 03:00:00,118,-0.9,65,0.2,1359,-6.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 04:00:00,89,-0.7,65,0.6,1226,-6.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 05:00:00,56,-0.3,62,0.6,862,-6.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 06:00:00,50,-0.1,60,0.4,1080,-6.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 07:00:00,101,0.2,60,0.3,1145,-6.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 08:00:00,191,0.3,63,0.4,1140,-5.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 09:00:00,234,0.9,63,0.9,1090,-5.3,0.07,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 10:00:00,259,2.1,60,1.2,1005,-4.8,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 11:00:00,285,3.7,59,1.8,978,-3.5,0.51,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 12:00:00,325,5.3,55,2.6,904,-3.0,0.85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 13:00:00,356,6.3,55,3.0,792,-2.0,0.85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 14:00:00,334,5.9,61,3.2,623,-1.0,0.52,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 15:00:00,406,6.3,55,3.0,355,-2.0,0.68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 16:00:00,352,6.6,42,3.0,355,-5.4,0.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 17:00:00,377,5.7,53,1.8,276,-3.1,0.22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 18:00:00,283,4.6,55,3.2,232,-3.6,0.03,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 19:00:00,223,3.5,66,1.7,187,-2.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 20:00:00,219,2.9,66,1.2,173,-2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 21:00:00,220,2.1,48,2.8,346,-7.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 22:00:00,232,1.5,48,2.4,422,-8.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-20 23:00:00,164,0.8,53,1.7,382,-7.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 00:00:00,196,-0.3,60,1.9,340,-7.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 01:00:00,177,-0.8,58,0.4,400,-8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 02:00:00,107,-1.5,63,1.0,380,-7.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 03:00:00,107,-2.0,60,0.5,474,-8.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 04:00:00,73,-2.3,47,0.7,984,-12.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 05:00:00,32,-2.6,49,1.1,1065,-11.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 06:00:00,36,-3.1,54,1.4,1037,-11.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 07:00:00,61,-3.2,54,1.2,1113,-11.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 08:00:00,115,-3.6,53,0.5,1227,-11.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 09:00:00,152,-3.2,46,0.8,1091,-13.2,0.15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 10:00:00,189,-1.3,37,0.8,1070,-14.1,0.47,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 11:00:00,216,1.9,25,1.0,1493,-16.1,0.78,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 12:00:00,271,3.9,30,1.6,1085,-12.1,0.91,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 13:00:00,343,4.9,22,2.0,1446,-15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 14:00:00,340,5.4,18,1.2,1923,-17.0,0.96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 15:00:00,389,5.4,20,2.2,1890,-15.8,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 16:00:00,396,4.7,17,2.1,2000,-18.3,0.55,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 17:00:00,383,3.8,20,1.3,2000,-17.1,0.24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 18:00:00,295,2.5,24,2.0,2000,-16.0,0.02,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 19:00:00,223,1.3,25,1.3,2000,-16.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 20:00:00,258,0.3,27,0.4,2000,-16.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 21:00:00,237,-0.1,29,0.5,2000,-16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 22:00:00,207,-0.3,32,0.7,2000,-15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-21 23:00:00,170,-0.4,32,0.6,2000,-15.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 00:00:00,171,-0.2,30,0.4,2000,-15.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 01:00:00,97,-0.2,32,0.7,2000,-14.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 02:00:00,73,-0.2,33,1.4,2000,-14.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 03:00:00,53,-0.3,31,0.3,2000,-15.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 04:00:00,31,0.0,32,0.4,2000,-14.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 05:00:00,60,0.0,32,0.7,2000,-14.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 06:00:00,165,0.0,33,0.4,2000,-14.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 07:00:00,316,-0.4,34,1.0,1989,-14.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 08:00:00,683,-0.7,32,0.5,1991,-15.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 09:00:00,365,0.1,33,0.8,1901,-14.3,0.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 10:00:00,221,1.1,31,0.7,1898,-14.1,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-01-22 11:00:00,277,2.4,27,0.9,1796,-14.7,0.47,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
